;Unnamed: 0;Word;Paragraph;Stage;Idiom;Type
0;0;a;1;1.0;False;pronoun
1;1;book;1;1.0;False;noun
2;2;it is (it's);1;1.0;False;pronoun
3;3;pen;1;1.0;False;noun
4;4;pencil;1;1.0;False;noun
5;5;this;1;1.0;False;pronoun
6;6;what is (what's);1;1.0;False;pronoun
7;7;box ;2;1.0;False;proper noun
8;8;ceiling;2;1.0;False;noun
9;9;chair;2;1.0;False;noun
10;10;clock ;2;1.0;False;verb
11;11;door;2;1.0;False;noun
12;12;floor;2;1.0;False;noun
13;13;is this ?;2;1.0;False;auxiliary
14;14;light;2;1.0;False;adjective
15;15;no, it is not (isn't);2;1.0;False;interjection
16;16;picture;2;1.0;False;noun
17;17;room;2;1.0;False;noun
18;18;table;2;1.0;False;noun
19;19;wall;2;1.0;False;noun
20;20;window;2;1.0;False;noun
21;21;yes;2;1.0;False;interjection
22;22;contraction;3;1.0;False;noun
23;23;large;3;1.0;False;adjective
24;24;long;3;1.0;False;adverb
25;25;short;3;1.0;False;adjective
26;26;small    ;3;1.0;False;adjective
27;27;the;3;1.0;False;pronoun
28;28;boy;4;1.0;False;proper noun
29;29;city;4;1.0;False;noun
30;30;girl;4;1.0;False;noun
31;31;man;4;1.0;False;noun
32;32;or;4;1.0;False;coordinating conjunction
33;33;town;4;1.0;False;noun
34;34;village;4;1.0;False;noun
35;35;woman;4;1.0;False;noun
36;36;five ;5;1.0;False;numeral
37;37;four;5;1.0;False;numeral
38;38;in;5;1.0;False;adposition
39;39;on;5;1.0;False;adposition
40;40;one;5;1.0;False;numeral
41;41;three;5;1.0;False;numeral
42;42;two ;5;1.0;False;numeral
43;43;under;5;1.0;False;adposition
44;44;black;6;1.0;False;adjective
45;45;brown;6;1.0;False;proper noun
46;46;green ;6;1.0;False;adjective
47;47;Mr ;6;1.0;False;proper noun
48;48;Mrs ;6;1.0;False;proper noun
49;49;what colour?    ;6;1.0;False;determiner
50;50;white ;6;1.0;False;proper noun
51;51;eight;7;1.0;False;numeral
52;52;nine;7;1.0;False;numeral
53;53;seven;7;1.0;False;numeral
54;54;six;7;1.0;False;numeral
55;55;ten;7;1.0;False;numeral
56;56;where     ;7;1.0;False;subordinating conjunction
57;57;he is / he's ;8;1.0;False;pronoun
58;58;I am / I’m ;8;1.0;False;pronoun
59;59;it is / it's ;8;1.0;False;pronoun
60;60;she is / she's ;8;1.0;False;pronoun
61;61;you are / you're ;8;1.0;False;pronoun
62;62;behind;9;1.0;False;adposition
63;63;he is not / he isn't / ;9;1.0;False;pronoun
64;64;I am not / I’m not ;9;1.0;False;pronoun
65;65;in  front  of;9;1.0;False;adposition
66;66;it is not / it isn't ;9;1.0;False;pronoun
67;67;me;9;1.0;False;pronoun
68;68;she is not / she isn't ;9;1.0;False;pronoun
69;69;you;9;1.0;False;pronoun
70;70;you are not / you aren't ;9;1.0;False;pronoun
71;71;her ;10;1.0;False;pronoun
72;72;him ;10;1.0;False;pronoun
73;73;house;10;1.0;False;noun
74;74;putting on;11;1.0;False;verb
75;75;sitting   ;11;1.0;False;verb
76;76;standing ;11;1.0;False;verb
77;77;taking  from ;11;1.0;False;verb
78;78;closing    ;12;1.0;False;verb
79;79;doing;12;1.0;False;verb
80;80;opening;12;1.0;False;verb
81;81;what am I doing? ;12;1.0;False;pronoun
82;82;which;12;1.0;False;pronoun
83;83;closed    ;13;1.0;False;verb
84;84;open  ;13;1.0;False;adjective
85;85;chart;14;1.0;False;noun
86;86;eleven;14;1.0;False;numeral
87;87;etc. ;14;1.0;False;other
88;88;fifteen;14;1.0;False;numeral
89;89;fourteen;14;1.0;False;numeral
90;90;of;14;1.0;False;adposition
91;91;plural;14;1.0;False;noun
92;92;that;14;1.0;False;pronoun
93;93;thirteen;14;1.0;False;numeral
94;94;this ;14;1.0;False;pronoun
95;95;twelve;14;1.0;False;numeral
96;96;they are / they're ;15;1.0;False;pronoun
97;97;we are / we're ;15;1.0;False;pronoun
98;98;we are not / we aren't;15;1.0;False;pronoun
99;99;and;16;1.0;False;coordinating conjunction
100;100;blue ;16;1.0;False;adjective
101;101;grey;16;1.0;False;proper noun
102;102;red ;16;1.0;False;proper noun
103;103;these ;16;1.0;False;pronoun
104;104;they are  not / they aren't ;16;1.0;False;pronoun
105;105;those;16;1.0;False;pronoun
106;106;yellow ;16;1.0;False;adjective
107;107;clothes     ;17;1.0;False;noun
108;108;eighteen;17;1.0;False;numeral
109;109;men;17;1.0;False;noun
110;110;nineteen;17;1.0;False;numeral
111;111;say;17;1.0;False;verb
112;112;seventeen;17;1.0;False;other
113;113;sixteen;17;1.0;False;numeral
114;114;twenty;17;1.0;False;numeral
115;115;women;17;1.0;False;noun
116;116;alphabet  ;18;1.0;False;proper noun
117;117;bag;18;1.0;False;noun
118;118;boot;18;1.0;False;noun
119;119;consonant   ;18;1.0;False;adjective
120;120;hat;18;1.0;False;noun
121;121;jacket ;18;1.0;False;noun
122;122;letter    ;18;1.0;False;noun
123;123;shirt;18;1.0;False;noun
124;124;shoe ;18;1.0;False;noun
125;125;sock ;18;1.0;False;proper noun
126;126;suit ;18;1.0;False;noun
127;127;tie;18;1.0;False;verb
128;128;trousers;18;1.0;False;noun
129;129;vowel  ;18;1.0;False;noun
130;130;after    ;19;1.0;False;adposition
131;131;before    ;19;1.0;False;adverb
132;132;between    ;20;1.0;False;adposition
133;133;us    ;20;1.0;False;pronoun
134;134;eighty;21;1.0;False;numeral
135;135;fifty;21;1.0;False;numeral
136;136;forty;21;1.0;False;numeral
137;137;hundred;21;1.0;False;numeral
138;138;million;21;1.0;False;numeral
139;139;ninety;21;1.0;False;numeral
140;140;number ;21;1.0;False;noun
141;141;seventy;21;1.0;False;numeral
142;142;sixty;21;1.0;False;numeral
143;143;student;21;1.0;False;noun
144;144;teacher ;21;1.0;False;noun
145;145;them    ;21;1.0;False;pronoun
146;146;thirty;21;1.0;False;numeral
147;147;thousand;21;1.0;False;numeral
148;148;equals;22;1.0;False;verb
149;149;how much    ;22;1.0;False;subordinating conjunction
150;150;plus ;22;1.0;False;coordinating conjunction
151;151;now    ;23;1.0;False;adverb
152;152;there are ;23;1.0;False;pronoun
153;153;there is / there's ;23;1.0;False;pronoun
154;154;but;24;1.0;False;coordinating conjunction
155;155;high ;24;1.0;False;adjective
156;156;low  ;24;1.0;False;adjective
157;157;there are not / there aren't ;24;1.0;False;pronoun
158;158;there is not / there isn't ;24;1.0;False;pronoun
159;159;close !    ;25;1.0;False;adverb
160;160;imperative;25;1.0;False;noun
161;161;open ! ;25;1.0;False;adjective
162;162;please    ;25;1.0;False;interjection
163;163;put ! ;25;1.0;False;verb
164;164;take ! ;25;1.0;False;verb
165;165;Athens;26;1.0;False;proper noun
166;166;Beijing;26;1.0;False;proper noun
167;167;capital;26;1.0;False;noun
168;168;China ;26;1.0;False;proper noun
169;169;England;26;1.0;False;proper noun
170;170;Greece;26;1.0;False;proper noun
171;171;here    ;26;1.0;False;adverb
172;172;London;26;1.0;False;proper noun
173;173;Moscow;26;1.0;False;proper noun
174;174;Russia;26;1.0;False;proper noun
175;175;there    ;26;1.0;False;pronoun
176;176;blouse;27;1.0;False;noun
177;177;coat;27;1.0;False;noun
178;178;dress;27;1.0;False;noun
179;179;handkerchief;27;1.0;False;noun
180;180;how many ?   ;27;1.0;False;subordinating conjunction
181;181;pocket;27;1.0;False;noun
182;182;pullover;27;1.0;False;noun
183;183;reading  ;27;1.0;False;verb
184;184;scarf;27;1.0;False;proper noun
185;185;skirt ;27;1.0;False;noun
186;186;tights;27;1.0;False;noun
187;187;writing    ;27;1.0;False;verb
188;188;going  to    ;28;1.0;False;verb
189;189;Asia ;29;1.0;False;proper noun
190;190;cardinal  ;29;1.0;False;proper noun
191;191;Europe;29;1.0;False;proper noun
192;192;fifth 5th;29;1.0;False;adjective
193;193;first 1st.;29;1.0;False;adjective
194;194;fourth 4th.;29;1.0;False;adjective
195;195;France;29;1.0;False;proper noun
196;196;India;29;1.0;False;proper noun
197;197;Italy;29;1.0;False;proper noun
198;198;ordinal  ;29;1.0;False;adjective
199;199;second 2nd.;29;1.0;False;adjective
200;200;sixth 6th;29;1.0;False;adjective
201;201;third 3rd.;29;1.0;False;adjective
202;202;twelfth 12th;29;1.0;False;adjective
203;203;twentieth 20th ;29;1.0;False;adjective
204;204;give    ;31;1.0;False;verb
205;205;last    ;31;1.0;False;adverb
206;206;English;32;1.0;False;proper noun
207;207;French ;32;1.0;False;adjective
208;208;German;32;1.0;False;adjective
209;209;her    ;32;1.0;False;pronoun
210;210;his;32;1.0;False;pronoun
211;211;Italian ;32;1.0;False;adjective
212;212;my ;32;1.0;False;pronoun
213;213;your    ;32;1.0;False;pronoun
214;214;our ;33;1.0;False;pronoun
215;215;their ;33;1.0;False;pronoun
216;216;your ;33;1.0;False;pronoun
217;217;all    ;34;1.0;False;pronoun
218;218;coming from;35;1.0;False;verb
219;219;people;35;1.0;False;noun
220;220;person;35;1.0;False;noun
221;221;action;36;1.0;False;noun
222;222;for;36;1.0;False;adposition
223;223;sentence    ;36;1.0;False;verb
224;224;touch;36;1.0;False;verb
225;225;use;36;1.0;False;verb
226;226;verb;36;1.0;False;noun
227;227;word;36;1.0;False;noun
228;228;colon :;37;1.0;False;noun
229;229;comma ,;37;1.0;False;proper noun
230;230;full stop .;37;1.0;False;adjective
231;231;question mark ?;37;1.0;False;noun
232;232;"semi-colon  ;    ";37;1.0;False;adjective
233;233;a;38;1.0;False;pronoun
234;234;an ;38;1.0;False;pronoun
235;235;pronounce;38;1.0;False;noun
236;236;the;38;1.0;False;pronoun
237;237;the;38;1.0;False;pronoun
238;238;umbrella;38;1.0;False;noun
239;239;arm;39;1.0;False;verb
240;240;back;39;1.0;False;adverb
241;241;body    ;39;1.0;False;noun
242;242;feet;39;1.0;False;noun
243;243;finger;39;1.0;False;noun
244;244;foot;39;1.0;False;noun
245;245;hand;39;1.0;False;verb
246;246;leg;39;1.0;False;noun
247;247;part;39;1.0;False;noun
248;248;thumb;39;1.0;False;noun
249;249;wrist;39;1.0;False;noun
250;250;right  ;40;1.0;False;adverb
251;251;wrong    ;40;1.0;False;adjective
252;252;answer    ;41;1.0;False;verb
253;253;meaning    ;41;1.0;False;verb
254;254;question  ;41;1.0;False;noun
255;255;chin;42;1.0;False;proper noun
256;256;ear;42;1.0;False;noun
257;257;eye;42;1.0;False;noun
258;258;face;42;1.0;False;verb
259;259;hair;42;1.0;False;noun
260;260;head;42;1.0;False;noun
261;261;mouth;42;1.0;False;noun
262;262;name    ;42;1.0;False;noun
263;263;nose;42;1.0;False;noun
264;264;remaining   ;42;1.0;False;verb
265;265;tongue;42;1.0;False;noun
266;266;country    ;43;1.0;False;noun
267;267;into    ;43;1.0;False;adposition
268;268;Spain;43;1.0;False;proper noun
269;269;translate   ;43;1.0;False;verb
270;270;who     ;44;1.0;False;pronoun
271;271;Scandinavia;45;1.0;False;adverb
272;272;short;45;1.0;False;adjective
273;273;tall;45;1.0;False;adjective
274;274;thing    ;45;1.0;False;noun
275;275;difference;46;1.0;False;noun
276;276;that;46;1.0;False;pronoun
277;277;whereas;46;1.0;False;subordinating conjunction
278;278;answering    ;48;1.0;False;verb
279;279;asking   ;48;1.0;False;verb
280;280;generally;49;1.0;False;adverb
281;281;got;49;1.0;False;verb
282;282;he has / he's ;49;1.0;False;pronoun
283;283;I have / I’ve ;49;1.0;False;pronoun
284;284;it has / it's ;49;1.0;False;pronoun
285;285;she has / she's ;49;1.0;False;pronoun
286;286;they have / they've;49;1.0;False;pronoun
287;287;to have;49;1.0;False;particle
288;288;we have / we've ;49;1.0;False;pronoun
289;289;with;49;1.0;False;adposition
290;290;you have / you've;49;1.0;False;pronoun
291;291;you have / you've ;49;1.0;False;pronoun
292;292;any;50;1.0;False;pronoun
293;293;for  example ;50;1.0;False;adposition
294;294;important;50;1.0;False;adjective
295;295;negative;50;1.0;False;adjective
296;296;none;50;1.0;False;noun
297;297;non-specific;50;1.0;False;adjective
298;298;not  any    ;50;1.0;False;particle
299;299;positive;50;1.0;False;adjective
300;300;some;50;1.0;False;pronoun
301;301;specific;50;1.0;False;adjective
302;302;when ;51;1.0;False;subordinating conjunction
303;303;class;52;1.0;False;noun
304;304;classroom;52;1.0;False;noun
305;305;home;53;2.0;False;noun
306;306;present continuous;53;2.0;False;verb
307;307;speak;53;2.0;False;verb
308;308;that;53;2.0;False;pronoun
309;309;Chinese ;56;2.0;False;adjective
310;310;do;56;2.0;False;verb
311;311;does ;56;2.0;False;verb
312;312;Japanese;56;2.0;False;noun
313;313;present simple;56;2.0;False;adjective
314;314;do not;58;2.0;False;verb
315;315;does not;58;2.0;False;verb
316;316;doesn't ;58;2.0;False;verb
317;317;don't;58;2.0;False;verb
318;318;remain;58;2.0;False;verb
319;319;about ;62;2.0;False;adposition
320;320;can ;62;2.0;False;auxiliary
321;321;cinema;62;2.0;False;noun
322;322;dislike ;62;2.0;False;verb
323;323;like ;62;2.0;False;interjection
324;324;page ;62;2.0;False;noun
325;325;television;62;2.0;False;noun
326;326;completely;63;2.0;False;adverb
327;327;left ;63;2.0;False;verb
328;328;moving;63;2.0;False;verb
329;329;right;63;2.0;False;interjection
330;330;still;63;2.0;False;adverb
331;331;glasses;64;2.0;False;noun
332;332;wear ;64;2.0;False;verb
333;333;wearing ;64;2.0;False;verb
334;334;with ;64;2.0;False;adposition
335;335;half;65;2.0;False;noun
336;336;tell ;65;2.0;False;verb
337;337;both   ;66;2.0;False;coordinating conjunction
338;338;coffee;66;2.0;False;noun
339;339;Greek ;66;2.0;False;adjective
340;340;prefer;66;2.0;False;verb
341;341;Russian;66;2.0;False;adjective
342;342;tea;66;2.0;False;noun
343;343;goodbye;67;2.0;False;noun
344;344;hello ;67;2.0;False;interjection
345;345;mean ;67;2.0;False;verb
346;346;thank you;67;2.0;False;verb
347;347;Asian;68;2.0;False;adjective
348;348;European;68;2.0;False;adjective
349;349;Germany;68;2.0;False;proper noun
350;350;he has not / he hasn't;68;2.0;False;pronoun
351;351;I have not / I haven't ;68;2.0;False;pronoun
352;352;it has  not / it hasn't;68;2.0;False;pronoun
353;353;language;68;2.0;False;noun
354;354;only ;68;2.0;False;adverb
355;355;she has not / she hasn't;68;2.0;False;pronoun
356;356;they have not / they haven't ;68;2.0;False;pronoun
357;357;we have not / we haven't / ;68;2.0;False;pronoun
358;358;you have not / you haven't;68;2.0;False;pronoun
359;359;you have not / you haven't ;68;2.0;False;pronoun
360;360;different ... from;69;2.0;False;adjective
361;361;Japan ;69;2.0;False;proper noun
362;362;the same ... as ;69;2.0;False;determiner
363;363;anybody ;71;2.0;False;pronoun
364;364;nobody ;71;2.0;False;pronoun
365;365;not anybody ;71;2.0;False;particle
366;366;somebody;71;2.0;False;pronoun
367;367;corridor ;72;2.0;False;proper noun
368;368;Mr. Brown's ;73;2.0;False;proper noun
369;369;walk ;73;2.0;False;verb
370;370;cannot  / can't ;74;2.0;False;auxiliary
371;371;down ;74;2.0;False;adverb
372;372;sit down;74;2.0;False;verb
373;373;stand up;74;2.0;False;verb
374;374;up;74;2.0;False;adverb
375;375;learn;75;2.0;False;verb
376;376;quarter;75;2.0;False;noun
377;377;Spanish;75;2.0;False;adjective
378;378;teach;75;2.0;False;verb
379;379;difficult;76;2.0;False;adjective
380;380;easy;76;2.0;False;adjective
381;381;grammar ;76;2.0;False;noun
382;382;hang;76;2.0;False;verb
383;383;map ;76;2.0;False;verb
384;384;bus;77;2.0;False;noun
385;385;by;77;2.0;False;adposition
386;386;car;77;2.0;False;noun
387;387;husband;77;2.0;False;noun
388;388;married;77;2.0;False;verb
389;389;miss;77;2.0;False;verb
390;390;school ;77;2.0;False;noun
391;391;single ;77;2.0;False;adjective
392;392;train;77;2.0;False;verb
393;393;wife  ;77;2.0;False;noun
394;394;call;78;2.0;False;verb
395;395;child;78;2.0;False;noun
396;396;children ;78;2.0;False;noun
397;397;dad;78;2.0;False;noun
398;398;father ;78;2.0;False;proper noun
399;399;mother;78;2.0;False;noun
400;400;mum;78;2.0;False;noun
401;401;only child;78;2.0;False;adverb
402;402;kind ;79;2.0;False;verb
403;403;one ... the other;79;2.0;False;numeral
404;404;preposition;81;2.0;False;noun
405;405;cardinal point;82;2.0;False;adjective
406;406;east;82;2.0;False;proper noun
407;407;north;82;2.0;False;noun
408;408;Paris;82;2.0;False;proper noun
409;409;place;82;2.0;False;noun
410;410;some of;82;2.0;False;pronoun
411;411;south;82;2.0;False;proper noun
412;412;west ;82;2.0;False;proper noun
413;413;opposite ;83;2.0;False;adjective
414;414;without;83;2.0;False;adposition
415;415;about ;84;2.0;False;adposition
416;416;during;84;2.0;False;adposition
417;417;noun ;84;2.0;False;proper noun
418;418;translation;84;2.0;False;noun
419;419;verb ;84;2.0;False;noun
420;420;anything ;85;2.0;False;pronoun
421;421;not anything ;85;2.0;False;particle
422;422;nothing ;85;2.0;False;pronoun
423;423;some ... some  ;85;2.0;False;pronoun
424;424;something;85;2.0;False;pronoun
425;425;only one negative;87;2.0;False;adverb
426;426;back;88;2.0;False;adverb
427;427;bottom;88;2.0;False;noun
428;428;front;88;2.0;False;noun
429;429;side;88;2.0;False;noun
430;430;smell ;88;2.0;False;verb
431;431;top;88;2.0;False;adjective
432;432;address;89;2.0;False;noun
433;433;street ;89;2.0;False;proper noun
434;434;few ;90;2.0;False;adjective
435;435;friend ;90;2.0;False;noun
436;436;friendly;90;2.0;False;adjective
437;437;many ;90;2.0;False;adjective
438;438;match;90;2.0;False;verb
439;439;matchbox ;90;2.0;False;proper noun
440;440;another ;91;2.0;False;pronoun
441;441;in ;91;2.0;False;adposition
442;442;into ;91;2.0;False;adposition
443;443;see ;91;2.0;False;verb
444;444;such as;91;2.0;False;adjective
445;445;that;91;2.0;False;pronoun
446;446;because;92;2.0;False;subordinating conjunction
447;447;Greenwich;92;2.0;False;proper noun
448;448;hour;92;2.0;False;noun
449;449;make ;92;2.0;False;verb
450;450;minute ;92;2.0;False;verb
451;451;second;92;2.0;False;adverb
452;452;similar;92;2.0;False;adjective
453;453;too ;92;2.0;False;adverb
454;454;why;92;2.0;False;subordinating conjunction
455;455;adjective ;93;2.0;False;adjective
456;456;brother;94;2.0;False;noun
457;457;daughter ;94;2.0;False;noun
458;458;food ;94;2.0;False;noun
459;459;sister ;94;2.0;False;noun
460;460;son;94;2.0;False;noun
461;461;aunt;95;2.0;False;noun
462;462;cousin;95;2.0;False;noun
463;463;family ;95;2.0;False;noun
464;464;more ... than ;95;2.0;False;adjective
465;465;parents ;95;2.0;False;noun
466;466;relations;95;2.0;False;noun
467;467;relatives ;95;2.0;False;noun
468;468;uncle;95;2.0;False;noun
469;469;break  ;96;2.0;False;verb
470;470;out of  ;96;2.0;False;adposition
471;471;bad;97;2.0;False;adjective
472;472;bad at;97;2.0;False;adjective
473;473;good;97;2.0;False;adjective
474;474;good at;97;2.0;False;adjective
475;475;think  ;97;2.0;False;verb
476;476;instead of ;98;2.0;False;adverb
477;477;bread ;99;2.0;False;noun
478;478;butter ;99;2.0;False;noun
479;479;carry ;99;2.0;False;verb
480;480;rice;99;2.0;False;noun
481;481;drive ;100;2.0;False;verb
482;482;hear ;100;2.0;False;verb
483;483;no = (not any);100;2.0;False;interjection
484;484;fewer ... than  ;101;2.0;False;adjective
485;485;money ;101;2.0;False;noun
486;486;pence;101;2.0;False;noun
487;487;pound ;101;2.0;False;noun
488;488;watch ;102;2.0;False;verb
489;489;by;103;2.0;False;adposition
490;490;day;103;2.0;False;noun
491;491;month;103;2.0;False;noun
492;492;o'clock ;103;2.0;False;noun
493;493;past;103;2.0;False;noun
494;494;time ;103;2.0;False;noun
495;495;to;103;2.0;False;particle
496;496;week;103;2.0;False;noun
497;497;year;103;2.0;False;noun
498;498;also  ;104;2.0;False;adverb
499;499;count ;104;2.0;False;verb
500;500;from .... to ;104;2.0;False;adposition
501;501;meat ;104;2.0;False;noun
502;502;sugar ;104;2.0;False;noun
503;503;possessive adjective;105;2.0;False;adjective
504;504;possessive pronoun;105;2.0;False;adjective
505;505;hers  ;106;2.0;False;pronoun
506;506;his ;106;2.0;False;pronoun
507;507;mine ;106;2.0;False;pronoun
508;508;ours  ;106;2.0;False;pronoun
509;509;theirs;106;2.0;False;pronoun
510;510;yours;106;2.0;False;noun
511;511;yours;106;2.0;False;noun
512;512;auxiliary verb;107;2.0;False;adjective
513;513;do  ;107;2.0;False;verb
514;514;infinitive;107;2.0;False;verb
515;515;beautiful ;109;2.0;False;adjective
516;516;handsome;109;2.0;False;adjective
517;517;the most  ;109;2.0;False;determiner
518;518;ugly ;109;2.0;False;adjective
519;519;drink ;110;2.0;False;verb
520;520;eat ;110;2.0;False;verb
521;521;milk ;110;2.0;False;noun
522;522;water;110;2.0;False;noun
523;523;wine;110;2.0;False;noun
524;524;gold;111;2.0;False;noun
525;525;iron;111;2.0;False;noun
526;526;key ;111;2.0;False;adjective
527;527;made of;111;2.0;False;verb
528;528;metal ;111;2.0;False;noun
529;529;plastic;111;2.0;False;noun
530;530;silver;111;2.0;False;noun
531;531;steel;111;2.0;False;noun
532;532;cost ;112;2.0;False;verb
533;533;Friday;112;2.0;False;proper noun
534;534;like;112;2.0;False;interjection
535;535;Monday;112;2.0;False;proper noun
536;536;Saturday;112;2.0;False;proper noun
537;537;Sunday;112;2.0;False;proper noun
538;538;Thursday ;112;2.0;False;proper noun
539;539;Tuesday;112;2.0;False;proper noun
540;540;Wednesday;112;2.0;False;proper noun
541;541;weekend;112;2.0;False;noun
542;542;hydrogen ;112;;False;noun
543;543;to be ;113;2.0;False;particle
544;544;today;113;2.0;False;noun
545;545;tomorrow;113;2.0;False;noun
546;546;was;113;2.0;False;auxiliary
547;547;will be ;113;2.0;False;auxiliary
548;548;yesterday;113;2.0;False;noun
549;549;at the moment ;114;2.0;False;adposition
550;550;do you have … ?;114;2.0;False;auxiliary
551;551;want;114;2.0;False;verb
552;552;you don't have;114;2.0;False;pronoun
553;553;begin;115;2.0;False;verb
554;554;cheap;115;2.0;False;adjective
555;555;end;115;2.0;False;noun
556;556;expensive;115;2.0;False;adjective
557;557;how long ;115;2.0;False;subordinating conjunction
558;558;last;115;2.0;False;adjective
559;559;Rolls Royce ;115;2.0;False;proper noun
560;560;the fewest;115;2.0;False;determiner
561;561;building ;116;2.0;False;verb
562;562;inside;116;2.0;False;adposition
563;563;outside;116;2.0;False;adverb
564;564;stomach ;116;2.0;False;noun
565;565;a;117;2.0;False;pronoun
566;566;flower ;117;2.0;False;noun
567;567;plant;117;2.0;False;noun
568;568;some ;117;2.0;False;pronoun
569;569;well ;117;2.0;False;interjection
570;570;hate ;118;2.0;False;verb
571;571;love ;118;2.0;False;verb
572;572;whose ;118;2.0;False;determiner
573;573;a day ;119;2.0;False;determiner
574;574;bowl;119;2.0;False;noun
575;575;breakfast ;119;2.0;False;noun
576;576;chopsticks;119;2.0;False;noun
577;577;dinner;119;2.0;False;noun
578;578;evening;119;2.0;False;noun
579;579;fork;119;2.0;False;noun
580;580;knife;119;2.0;False;noun
581;581;lunch;119;2.0;False;noun
582;582;meal ;119;2.0;False;verb
583;583;morning;119;2.0;False;noun
584;584;plate;119;2.0;False;noun
585;585;spoon;119;2.0;False;verb
586;586;exception;120;2.0;False;noun
587;587;quantity;120;2.0;False;noun
588;588;singular ;120;2.0;False;verb
589;589;a lot of;121;2.0;False;determiner
590;590;few ;121;2.0;False;adjective
591;591;little ;121;2.0;False;adjective
592;592;many;121;2.0;False;adjective
593;593;much;121;2.0;False;adverb
594;594;pepper;121;2.0;False;noun
595;595;salt;121;2.0;False;noun
596;596;bank;122;2.0;False;noun
597;597;fewer ... than;122;2.0;False;adjective
598;598;less ... than ;122;2.0;False;adjective
599;599;the fewest ;124;2.0;False;determiner
600;600;the least;124;2.0;False;determiner
601;601;the one;124;2.0;False;determiner
602;602;most people;125;2.0;False;adjective
603;603;next to;125;2.0;False;adverb
604;604;opposite ;125;2.0;False;adjective
605;605;rest;125;2.0;False;noun
606;606;work;125;2.0;False;noun
607;607;enough ;126;2.0;False;adjective
608;608;glass;126;2.0;False;noun
609;609;paper;126;2.0;False;noun
610;610;stone ;126;2.0;False;noun
611;611;wood ;126;2.0;False;noun
612;612;badly ;127;2.0;False;adverb
613;613;repeat ;127;2.0;False;verb
614;614;that one ;127;2.0;False;determiner
615;615;call ;128;2.0;False;verb
616;616;make a (phone) call;128;2.0;False;verb
617;617;mobile;128;2.0;False;noun
618;618;phone;128;2.0;False;noun
619;619;telephone;128;2.0;False;noun
620;620;cheaper ... than;129;3.0;False;adjective
621;621;more expensive ... than;129;3.0;False;adverb
622;622;the cheapest;129;3.0;False;determiner
623;623;the most expensive;129;3.0;False;determiner
624;624;above;130;3.0;False;adposition
625;625;below;130;3.0;False;adposition
626;626;comparative;130;3.0;False;noun
627;627;superlative;130;3.0;False;proper noun
628;628;syllable;130;3.0;False;proper noun
629;629;April;131;3.0;False;proper noun
630;630;August;131;3.0;False;proper noun
631;631;December;131;3.0;False;proper noun
632;632;February;131;3.0;False;proper noun
633;633;January;131;3.0;False;proper noun
634;634;July;131;3.0;False;proper noun
635;635;June;131;3.0;False;proper noun
636;636;last;131;3.0;False;adjective
637;637;March;131;3.0;False;proper noun
638;638;May;131;3.0;False;auxiliary
639;639;next;131;3.0;False;adverb
640;640;November;131;3.0;False;proper noun
641;641;October;131;3.0;False;proper noun
642;642;September;131;3.0;False;proper noun
643;643;a.m.;132;3.0;False;adverb
644;644;Latin;132;3.0;False;noun
645;645;midday;132;3.0;False;noun
646;646;p.m.;132;3.0;False;adverb
647;647;then;132;3.0;False;adverb
648;648;a lot of;133;3.0;False;determiner
649;649;both ... and;133;3.0;False;coordinating conjunction
650;650;a lot;134;3.0;False;determiner
651;651;bar;134;3.0;False;noun
652;652;either ... or;134;3.0;False;adverb
653;653;if;134;3.0;False;subordinating conjunction
654;654;must;134;3.0;False;auxiliary
655;655;pub;134;3.0;False;verb
656;656;restaurant;134;3.0;False;noun
657;657;afternoon;135;3.0;False;noun
658;658;bed;135;3.0;False;noun
659;659;evening;135;3.0;False;noun
660;660;football;135;3.0;False;noun
661;661;go to bed;135;3.0;False;verb
662;662;guitar;135;3.0;False;proper noun
663;663;morning;135;3.0;False;noun
664;664;night;135;3.0;False;noun
665;665;piano;135;3.0;False;noun
666;666;play;135;3.0;False;verb
667;667;tennis;135;3.0;False;noun
668;668;a country;137;3.0;False;determiner
669;669;British;137;3.0;False;adjective
670;670;nation;137;3.0;False;noun
671;671;nationality;137;3.0;False;noun
672;672;piece;137;3.0;False;noun
673;673;the country;137;3.0;False;determiner
674;674;cup;138;3.0;False;noun
675;675;gas;138;3.0;False;noun
676;676;glass;138;3.0;False;noun
677;677;live;138;3.0;False;verb
678;678;pleasant;138;3.0;False;noun
679;679;unpleasant;138;3.0;False;adjective
680;680;Everest;139;3.0;False;proper noun
681;681;higher ... than;139;3.0;False;adjective
682;682;larger ... than;139;3.0;False;adjective
683;683;longer ... than;139;3.0;False;adverb
684;684;lower ... than;139;3.0;False;adverb
685;685;Mount;139;3.0;False;proper noun
686;686;mountain;139;3.0;False;noun
687;687;Mt;139;3.0;False;verb
688;688;Nile;139;3.0;False;noun
689;689;river;139;3.0;False;noun
690;690;shorter ... than;139;3.0;False;adjective
691;691;smaller ... than;139;3.0;False;adjective
692;692;the highest;139;3.0;False;determiner
693;693;the longest;139;3.0;False;determiner
694;694;world;139;3.0;False;noun
695;695;date;140;3.0;False;noun
696;696;heavy;140;3.0;False;adjective
697;697;light;140;3.0;False;adjective
698;698;the largest;140;3.0;False;determiner
699;699;Tokyo;140;3.0;False;proper noun
700;700;ball;141;3.0;False;noun
701;701;bedroom;141;3.0;False;noun
702;702;get up;141;3.0;False;verb
